GAME_ID,TEAM_ID,GAME_DATE,TEAM_ABBREVIATION,PTS,AST,REB,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,AVG_PTS,AVG_AST,AVG_REB,AVG_FGM,AVG_FGA,AVG_FG3M,AVG_FG3A,AVG_FTM,AVG_FTA,AVG_OREB,AVG_DREB,AVG_STL,AVG_BLK,AVG_TOV,AVG_PF,AVG_PLUS_MINUS,AVG_FG_PCT,AVG_FG3_PCT,AVG_FT_PCT,AVG_TS_PCT
0022500206,1610612737,2025-11-10,ATL,105,30,41,38,84,13,34,16,20,7,34,7,8,11,22,15,114.27272727272727,28.454545454545453,42.45454545454545,41.45454545454545,87.9090909090909,11.363636363636363,32.90909090909091,20.0,25.363636363636363,10.181818181818182,32.27272727272727,9.090909090909092,5.454545454545454,13.454545454545455,21.272727272727273,2.272727272727273,0.47156152514252664,0.34530385691065635,0.7885304348608072,0.57
0022500223,1610612737,2025-11-12,ATL,133,42,45,49,85,17,40,18,22,7,38,14,6,19,20,165,115.83333333333333,29.583333333333332,42.666666666666664,42.083333333333336,87.66666666666667,11.833333333333334,33.5,19.833333333333332,25.083333333333332,9.916666666666666,32.75,9.5,5.5,13.916666666666666,21.166666666666668,15.833333333333334,0.4800380173379694,0.35323382030147804,0.790697642895775,0.57
0022500227,1610612737,2025-11-13,ATL,132,36,43,46,90,24,47,16,22,9,34,18,6,16,18,50,117.07692307692308,30.076923076923077,42.69230769230769,42.38461538461539,87.84615384615384,12.76923076923077,34.53846153846154,19.53846153846154,24.846153846153847,9.846153846153847,32.84615384615385,10.153846153846153,5.538461538461538,14.076923076923077,20.923076923076923,18.46153846153846,0.4824868596564544,0.36971045700170174,0.7863776773284527,0.57
0022500239,1610612737,2025-11-16,ATL,124,35,34,45,85,14,43,20,24,9,25,11,3,17,19,10,117.57142857142857,30.428571428571427,42.07142857142857,42.57142857142857,87.64285714285714,12.857142857142858,35.142857142857146,19.571428571428573,24.785714285714285,9.785714285714286,32.285714285714285,10.214285714285714,5.357142857142857,14.285714285714286,20.785714285714285,17.857142857142858,0.48573756576990557,0.3658536481261157,0.7896253283724652,0.57
0022500251,1610612737,2025-11-18,ATL,112,31,35,42,87,15,44,13,15,11,24,9,5,17,24,-40,117.2,30.466666666666665,41.6,42.53333333333333,87.6,13.0,35.733333333333334,19.133333333333333,24.133333333333333,9.866666666666667,31.733333333333334,10.133333333333333,5.333333333333333,14.466666666666667,21.0,14.0,0.4855403293127056,0.3638059599681168,0.792817646706451,0.57
0022500267,1610612737,2025-11-20,ATL,126,30,39,49,87,20,37,8,13,6,33,7,6,16,24,-45,117.75,30.4375,41.4375,42.9375,87.5625,13.4375,35.8125,18.4375,23.4375,9.625,31.8125,9.9375,5.375,14.5625,21.1875,10.3125,0.4903640200957714,0.3752181396099647,0.7866666331022236,0.57
0022500270,1610612737,2025-11-22,ATL,115,28,42,42,90,17,46,14,19,10,32,6,7,7,20,85,117.58823529411765,30.294117647058822,41.470588235294116,42.88235294117647,87.70588235294117,13.647058823529411,36.411764705882355,18.176470588235293,23.176470588235293,9.647058823529411,31.823529411764707,9.705882352941176,5.470588235294118,14.117647058823529,21.11764705882353,14.705882352941176,0.4889335960349624,0.3747980510960147,0.784263925552064,0.57
0022500276,1610612737,2025-11-23,ATL,113,32,37,45,91,11,31,12,16,10,27,6,5,7,21,15,117.33333333333333,30.38888888888889,41.22222222222222,43.0,87.88888888888889,13.5,36.111111111111114,17.833333333333332,22.77777777777778,9.666666666666666,31.555555555555557,9.5,5.444444444444445,13.722222222222221,21.11111111111111,14.722222222222221,0.4892541031564009,0.3738461434934914,0.7829267948958967,0.57
0022500057,1610612737,2025-11-25,ATL,113,33,44,43,95,15,43,12,16,14,30,4,6,18,19,-95,117.10526315789474,30.526315789473685,41.36842105263158,43.0,88.26315789473684,13.578947368421053,36.473684210526315,17.526315789473685,22.42105263157895,9.894736842105264,31.473684210526315,9.210526315789474,5.473684210526316,13.947368421052632,21.0,8.947368421052632,0.4871794816598628,0.3722943620871676,0.7816901059809577,0.57
0022500069,1610612737,2025-11-28,ATL,130,36,38,48,91,16,43,18,26,6,32,11,5,12,14,35,117.75,30.8,41.2,43.25,88.4,13.7,36.8,17.55,22.6,9.7,31.5,9.3,5.45,13.85,20.65,10.25,0.48925338813061775,0.37228259857927726,0.7765486382058124,0.57
0022500304,1610612737,2025-11-30,ATL,142,36,58,48,104,15,45,31,41,14,44,10,6,21,27,40,118.9047619047619,31.047619047619047,42.0,43.476190476190474,89.14285714285714,13.761904761904763,37.19047619047619,18.19047619047619,23.476190476190474,9.904761904761905,32.095238095238095,9.333333333333334,5.476190476190476,14.19047619047619,20.952380952380953,11.666666666666666,0.4877136697425283,0.37003840234211727,0.774847837176867,0.57
0022500309,1610612737,2025-12-01,ATL,98,27,34,38,89,14,40,8,11,7,27,15,4,13,16,-5,117.95454545454545,30.863636363636363,41.63636363636363,43.22727272727273,89.13636363636364,13.772727272727273,37.31818181818182,17.727272727272727,22.90909090909091,9.772727272727273,31.863636363636363,9.590909090909092,5.409090909090909,14.136363636363637,20.727272727272727,10.909090909090908,0.4849566493273604,0.36906210947702023,0.7738094900321253,0.57
0022500327,1610612737,2025-12-03,ATL,92,20,38,34,85,13,39,11,14,7,31,9,1,16,17,-115,116.82608695652173,30.391304347826086,41.47826086956522,42.82608695652174,88.95652173913044,13.73913043478261,37.391304347826086,17.434782608695652,22.52173913043478,9.652173913043478,31.82608695652174,9.565217391304348,5.217391304347826,14.217391304347826,20.565217391304348,5.434782608695652,0.48142716956362425,0.36744185063818313,0.7741312397586515,0.57
0022500340,1610612737,2025-12-05,ATL,133,35,45,49,95,20,46,15,16,11,34,8,2,12,25,-5,117.5,30.583333333333332,41.625,43.083333333333336,89.20833333333333,14.0,37.75,17.333333333333332,22.25,9.708333333333334,31.916666666666668,9.5,5.083333333333333,14.125,20.75,5.0,0.48295188622566787,0.37086091732818766,0.7790261822160517,0.57
0022500351,1610612737,2025-12-06,ATL,131,36,45,52,98,13,39,14,14,15,30,13,4,12,16,75,118.04,30.8,41.76,43.44,89.56,13.96,37.8,17.2,21.92,9.92,31.84,9.64,5.04,14.04,20.56,7.8,0.4850379579607195,0.3693121595420064,0.7846714970496579,0.57
0022501210,1610612737,2025-12-12,ATL,115,28,37,39,85,11,36,26,31,13,24,9,8,20,18,-135,117.92307692307692,30.692307692307693,41.57692307692308,43.26923076923077,89.38461538461539,13.846153846153847,37.73076923076923,17.53846153846154,22.26923076923077,10.038461538461538,31.53846153846154,9.615384615384615,5.153846153846154,14.26923076923077,20.46153846153846,2.3076923076923075,0.4840791684225222,0.36697246733814054,0.7875647314737771,0.57
0022501217,1610612737,2025-12-14,ATL,120,33,57,43,99,17,33,17,21,18,39,8,6,16,23,15,118.0,30.77777777777778,42.148148148148145,43.25925925925926,89.74074074074075,13.962962962962964,37.55555555555556,17.51851851851852,22.22222222222222,10.333333333333334,31.814814814814813,9.555555555555555,5.185185185185185,14.333333333333334,20.555555555555557,2.7777777777777777,0.48204704374111834,0.37179486189500865,0.788333297858335,0.57
0022500371,1610612737,2025-12-18,ATL,126,31,35,48,92,11,37,19,22,9,26,6,2,15,20,-35,118.28571428571429,30.785714285714285,41.892857142857146,43.42857142857143,89.82142857142857,13.857142857142858,37.535714285714285,17.571428571428573,22.214285714285715,10.285714285714286,31.607142857142858,9.428571428571429,5.071428571428571,14.357142857142858,20.535714285714285,1.4285714285714286,0.4834990005813233,0.36917220710102594,0.7909967489583457,0.57
0022500383,1610612737,2025-12-19,ATL,98,26,43,38,94,10,40,12,16,10,33,7,1,16,14,-140,117.58620689655173,30.620689655172413,41.93103448275862,43.241379310344826,89.96551724137932,13.724137931034482,37.62068965517241,17.379310344827587,22.0,10.275862068965518,31.655172413793103,9.344827586206897,4.931034482758621,14.413793103448276,20.310344827586206,-3.4482758620689653,0.4806439195328962,0.3648029233920396,0.7899686161299532,0.57
0022500396,1610612737,2025-12-21,ATL,150,39,35,51,98,23,47,25,32,6,29,6,7,10,25,-10,118.66666666666667,30.9,41.7,43.5,90.23333333333333,14.033333333333333,37.93333333333333,17.633333333333333,22.333333333333332,10.133333333333333,31.566666666666666,9.233333333333333,5.0,14.266666666666667,20.466666666666665,-3.6666666666666665,0.4820834819126323,0.36994726617010726,0.7895522034528863,0.57
0022500411,1610612737,2025-12-23,ATL,123,38,38,48,95,14,42,13,20,6,32,9,4,11,24,-15,118.80645161290323,31.129032258064516,41.58064516129032,43.645161290322584,90.38709677419355,14.03225806451613,38.064516129032256,17.483870967741936,22.258064516129032,10.0,31.580645161290324,9.225806451612904,4.967741935483871,14.161290322580646,20.580645161290324,-4.032258064516129,0.4828693736727514,0.36864405811189344,0.7855072110859079,0.57
0022500423,1610612737,2025-12-26,ATL,111,26,42,40,85,12,36,19,21,5,37,6,5,21,16,-75,118.5625,30.96875,41.59375,43.53125,90.21875,13.96875,38.0,17.53125,22.21875,9.84375,31.75,9.125,4.96875,14.375,20.4375,-6.25,0.48250778820912743,0.367598674536877,0.7890295003531026,0.57
0022500083,1610612738,2025-10-22,BOS,116,16,42,41,91,11,43,23,26,10,32,7,4,11,28,-5,116.0,16.0,42.0,41.0,91.0,11.0,43.0,23.0,26.0,10.0,32.0,7.0,4.0,11.0,28.0,-5.0,0.45054944559835775,0.25581394753921055,0.8846153505917173,0.57
0022500018,1610612738,2025-10-24,BOS,95,19,37,35,82,15,44,10,15,8,29,10,7,15,25,-50,105.5,17.5,39.5,38.0,86.5,13.0,43.5,16.5,20.5,9.0,30.5,8.5,5.5,13.0,26.5,-27.5,0.43930635330281675,0.2988505678425157,0.8048780095181458,0.57
0022500106,1610612738,2025-10-26,BOS,113,17,38,40,94,15,45,18,24,12,26,11,8,12,26,-30,108.0,17.333333333333332,39.0,38.666666666666664,89.0,13.666666666666666,44.0,17.0,21.666666666666668,10.0,29.0,9.333333333333334,6.333333333333333,12.666666666666666,26.333333333333332,-28.333333333333332,0.4344569239574128,0.31060605354683213,0.7846153484023685,0.57
0022500117,1610612738,2025-10-27,BOS,122,25,54,46,95,18,53,12,15,16,38,5,7,11,24,160,111.5,19.25,42.75,40.5,90.5,14.75,46.25,15.75,20.0,11.5,31.25,8.25,6.5,12.25,25.75,18.75,0.4475138072097922,0.3189189120233749,0.7874999606250019,0.57
0022500128,1610612738,2025-10-29,BOS,125,29,53,42,95,21,57,20,24,18,35,11,3,9,19,100,114.2,21.2,44.8,40.8,91.4,16.0,48.4,16.6,20.8,12.8,32.0,8.8,5.8,11.6,24.4,35.0,0.44638949183381293,0.3305785055665598,0.7980768847078421,0.57
0022500021,1610612738,2025-10-31,BOS,109,26,45,44,101,14,45,7,12,16,29,8,7,9,24,5,113.33333333333333,22.0,44.833333333333336,41.333333333333336,93.0,15.666666666666666,47.833333333333336,15.0,19.333333333333332,13.333333333333334,31.5,8.666666666666666,6.0,11.166666666666666,24.333333333333332,30.0,0.44444443966547204,0.3275261255569451,0.7758620288347227,0.57
0022500146,1610612738,2025-11-01,BOS,101,24,36,40,103,14,44,7,7,14,22,9,2,10,25,-135,111.57142857142857,22.285714285714285,43.57142857142857,41.142857142857146,94.42857142857143,15.428571428571429,47.285714285714285,13.857142857142858,17.571428571428573,13.428571428571429,30.142857142857142,8.714285714285714,5.428571428571429,11.0,24.428571428571427,6.428571428571429,0.43570347496229306,0.32628398101514244,0.7886178412981716,0.57
0022500158,1610612738,2025-11-03,BOS,103,21,36,37,89,11,51,18,22,10,26,12,4,10,22,-10,110.5,22.125,42.625,40.625,93.75,14.875,47.75,14.375,18.125,13.0,29.625,9.125,5.25,10.875,24.125,4.375,0.4333333287111112,0.31151831808338604,0.7931034045184329,0.57
0022500174,1610612738,2025-11-05,BOS,136,31,40,52,95,16,41,16,21,12,28,12,3,5,24,145,113.33333333333333,23.11111111111111,42.333333333333336,41.888888888888886,93.88888888888889,15.0,47.0,14.555555555555555,18.444444444444443,12.88888888888889,29.444444444444443,9.444444444444445,5.0,10.222222222222221,24.11111111111111,20.0,0.4461538414019117,0.31914892937981004,0.7891565837204262,0.57
0022500028,1610612738,2025-11-07,BOS,110,26,44,43,95,13,37,11,16,12,32,9,8,14,27,-65,113.0,23.4,42.5,42.0,94.0,14.8,46.0,14.2,18.2,12.8,29.7,9.4,5.3,10.6,24.4,11.5,0.4468085058850159,0.32173912344045386,0.7802197373505638,0.57
0022500193,1610612738,2025-11-09,BOS,111,22,41,40,85,13,33,18,25,13,28,10,2,14,27,20,112.81818181818181,23.272727272727273,42.36363636363637,41.81818181818182,93.18181818181819,14.636363636363637,44.81818181818182,14.545454545454545,18.818181818181817,12.818181818181818,29.545454545454547,9.454545454545455,5.0,10.909090909090908,24.636363636363637,12.272727272727273,0.44878048298869727,0.3265720008269939,0.772946818828913,0.57
0022500209,1610612738,2025-11-11,BOS,100,23,53,36,92,13,38,15,19,13,40,4,6,10,17,-10,111.75,23.25,43.25,41.333333333333336,93.08333333333333,14.5,44.25,14.583333333333334,18.833333333333332,12.833333333333334,30.416666666666668,9.0,5.083333333333333,10.833333333333334,24.0,10.416666666666666,0.44404654849726183,0.3276836084139298,0.774336242070642,0.57
0022500216,1610612738,2025-11-12,BOS,131,34,58,50,99,21,51,10,12,18,40,4,8,10,20,180,113.23076923076923,24.076923076923077,44.38461538461539,42.0,93.53846153846153,15.0,44.76923076923077,14.23076923076923,18.307692307692307,13.23076923076923,31.153846153846153,8.615384615384615,5.3076923076923075,10.76923076923077,23.692307692307693,23.46153846153846,0.4490131530944318,0.33505153890778355,0.7773108819115905,0.57
0022500233,1610612738,2025-11-16,BOS,121,26,49,46,103,16,39,13,17,20,29,6,6,6,21,15,113.78571428571429,24.214285714285715,44.714285714285715,42.285714285714285,94.21428571428571,15.071428571428571,44.357142857142854,14.142857142857142,18.214285714285715,13.714285714285714,31.0,8.428571428571429,5.357142857142857,10.428571428571429,23.5,22.857142857142858,0.44882486255985743,0.3397745495058878,0.7764705456055385,0.57
0022500250,1610612738,2025-11-18,BOS,113,25,49,37,75,19,42,20,26,10,39,6,5,19,24,70,113.73333333333333,24.266666666666666,45.0,41.93333333333333,92.93333333333334,15.333333333333334,44.2,14.533333333333333,18.733333333333334,13.466666666666667,31.533333333333335,8.266666666666667,5.333333333333333,11.0,23.533333333333335,26.0,0.45121950733981875,0.34690798611822055,0.775800670330925,0.57
0022500049,1610612738,2025-11-21,BOS,105,24,44,42,90,11,34,10,14,14,30,7,1,13,25,-40,113.1875,24.25,44.9375,41.9375,92.75,15.0625,43.5625,14.25,18.4375,13.5,31.4375,8.1875,5.0625,11.125,23.625,21.875,0.4521563293568051,0.3457675673855365,0.7728813140132168,0.57
0022500277,1610612738,2025-11-23,BOS,138,29,37,53,88,15,33,17,22,7,30,6,8,5,21,45,114.6470588235294,24.529411764705884,44.470588235294116,42.588235294117645,92.47058823529412,15.058823529411764,42.94117647058823,14.411764705882353,18.647058823529413,13.117647058823529,31.352941176470587,8.058823529411764,5.235294117647059,10.764705882352942,23.470588235294116,23.235294117647058,0.4605597914570506,0.35068492334021417,0.7728706210132473,0.57
0022500060,1610612738,2025-11-26,BOS,117,24,44,38,87,20,43,21,24,12,32,9,7,12,27,15,114.77777777777777,24.5,44.44444444444444,42.333333333333336,92.16666666666667,15.333333333333334,42.94444444444444,14.777777777777779,18.944444444444443,13.055555555555555,31.38888888888889,8.11111111111111,5.333333333333333,10.833333333333334,23.666666666666668,22.77777777777778,0.4593128340761718,0.3570504444671307,0.7800586098502788,0.57
0022500293,1610612738,2025-11-29,BOS,115,24,43,45,96,16,46,9,15,14,29,10,7,10,21,-20,114.78947368421052,24.473684210526315,44.36842105263158,42.473684210526315,92.36842105263158,15.368421052631579,43.10526315789474,14.473684210526315,18.736842105263158,13.105263157894736,31.263157894736842,8.210526315789474,5.421052631578948,10.789473684210526,23.526315789473685,20.526315789473685,0.45982905485085357,0.3565323482611543,0.7724718688849282,0.57
0022500302,1610612738,2025-11-30,BOS,117,19,46,40,81,14,40,23,29,15,31,9,4,16,17,10,114.9,24.2,44.45,42.35,91.8,15.3,42.95,14.9,19.25,13.2,31.25,8.25,5.35,11.05,23.2,20.0,0.4613289710094884,0.35622816399934426,0.7740259338168346,0.57
0022500320,1610612738,2025-12-02,BOS,123,18,38,49,87,13,40,12,14,11,27,6,3,10,20,30,115.28571428571429,23.904761904761905,44.142857142857146,42.666666666666664,91.57142857142857,15.19047619047619,42.80952380952381,14.761904761904763,19.0,13.095238095238095,31.047619047619047,8.142857142857142,5.238095238095238,11.0,23.047619047619047,20.476190476190474,0.4659386324572484,0.3548387013886399,0.7769423149980236,0.57
0022500334,1610612738,2025-12-04,BOS,146,35,46,54,99,20,47,18,21,15,31,14,8,9,20,225,116.68181818181819,24.40909090909091,44.22727272727273,43.18181818181818,91.9090909090909,15.409090909090908,43.0,14.909090909090908,19.09090909090909,13.181818181818182,31.045454545454547,8.409090909090908,5.363636363636363,10.909090909090908,22.90909090909091,29.772727272727273,0.4698318445418889,0.35835094304046433,0.7809523400453535,0.57
0022500338,1610612738,2025-12-05,BOS,126,31,38,46,84,24,45,10,12,8,30,9,5,14,20,105,117.08695652173913,24.695652173913043,43.95652173913044,43.30434782608695,91.56521739130434,15.782608695652174,43.08695652173913,14.695652173913043,18.782608695652176,12.956521739130435,31.0,8.434782608695652,5.3478260869565215,11.043478260869565,22.782608695652176,33.04347826086956,0.4729344677694716,0.3662966615289372,0.7824073657514595,0.57
0022500358,1610612738,2025-12-07,BOS,121,24,41,44,92,20,47,13,14,14,27,8,9,11,22,40,117.25,24.666666666666668,43.833333333333336,43.333333333333336,91.58333333333333,15.958333333333334,43.25,14.625,18.583333333333332,13.0,30.833333333333332,8.416666666666666,5.5,11.041666666666666,22.75,33.333333333333336,0.4731574106661612,0.36897879686368873,0.7869954733455351,0.57
0022501206,1610612738,2025-12-11,BOS,101,18,39,34,88,14,49,19,25,13,26,7,1,13,15,-75,116.6,24.4,43.64,42.96,91.44,15.88,43.48,14.8,18.84,13.0,30.64,8.36,5.32,11.12,22.44,29.0,0.46981626782790614,0.36522538258451287,0.7855625909998625,0.57
0022501222,1610612738,2025-12-15,BOS,105,16,37,38,82,10,39,19,27,7,30,7,5,12,20,-35,116.15384615384616,24.076923076923077,43.38461538461539,42.76923076923077,91.07692307692308,15.653846153846153,43.30769230769231,14.961538461538462,19.153846153846153,12.76923076923077,30.615384615384617,8.307692307692308,5.3076923076923075,11.153846153846153,22.346153846153847,26.53846153846154,0.4695945894385729,0.36145647477986825,0.7811244572103697,0.57
0022500381,1610612738,2025-12-19,BOS,129,25,46,44,82,21,43,20,24,6,40,8,8,14,19,65,116.62962962962963,24.11111111111111,43.48148148148148,42.81481481481482,90.74074074074075,15.851851851851851,43.2962962962963,15.148148148148149,19.333333333333332,12.518518518518519,30.962962962962962,8.296296296296296,5.407407407407407,11.25925925925926,22.22222222222222,27.962962962962962,0.4718367294940442,0.36612488461473747,0.7835248636874113,0.57
0022500388,1610612738,2025-12-20,BOS,112,22,55,44,95,12,39,12,15,17,38,7,4,9,21,80,116.46428571428571,24.035714285714285,43.892857142857146,42.857142857142854,90.89285714285714,15.714285714285714,43.142857142857146,15.035714285714286,19.178571428571427,12.678571428571429,31.214285714285715,8.25,5.357142857142857,11.178571428571429,22.178571428571427,29.821428571428573,0.4715127649499578,0.3642384021534145,0.7839850615426784,0.57
0022500403,1610612738,2025-12-22,BOS,103,19,49,38,89,11,37,16,19,11,38,6,6,13,16,40,116.0,23.862068965517242,44.06896551724138,42.689655172413794,90.82758620689656,15.551724137931034,42.93103448275862,15.068965517241379,19.17241379310345,12.620689655172415,31.448275862068964,8.172413793103448,5.379310344827586,11.241379310344827,21.96551724137931,30.17241379310345,0.47000758783970387,0.36224898754600754,0.7859711820266829,0.57
0022500426,1610612738,2025-12-26,BOS,140,26,43,47,83,20,39,26,34,12,31,8,3,12,22,90,116.8,23.933333333333334,44.03333333333333,42.833333333333336,90.56666666666666,15.7,42.8,15.433333333333334,19.666666666666668,12.6,31.433333333333334,8.166666666666666,5.3,11.266666666666667,21.966666666666665,32.166666666666664,0.47294809930495296,0.36682242133592474,0.7847457228095395,0.57
0022500003,1610612739,2025-10-22,CLE,111,21,32,40,86,19,46,12,18,4,28,8,4,15,25,-40,111.0,21.0,32.0,40.0,86.0,19.0,46.0,12.0,18.0,4.0,28.0,8.0,4.0,15.0,25.0,-40.0,0.4651162736614387,0.41304346928166374,0.6666666296296316,0.57
0022500091,1610612739,2025-10-24,CLE,131,32,36,44,82,18,42,25,35,9,27,14,5,17,18,35,121.0,26.5,34.0,42.0,84.0,18.5,44.0,18.5,26.5,6.5,27.5,11.0,4.5,16.0,21.5,-2.5,0.49999999404761913,0.4204545358987606,0.6981131812032761,0.57
0022500107,1610612739,2025-10-26,CLE,118,23,44,39,87,12,40,28,35,10,34,10,2,16,23,25,120.0,25.333333333333332,37.333333333333336,41.0,85.0,16.333333333333332,42.666666666666664,21.666666666666668,29.333333333333332,7.666666666666667,29.666666666666668,10.666666666666666,3.6666666666666665,16.0,22.0,6.666666666666667,0.4823529355017302,0.38281249102783227,0.7386363384555794,0.57
0022500007,1610612739,2025-10-27,CLE,116,25,48,39,85,11,35,27,35,12,36,11,4,19,25,105,119.0,25.25,40.0,40.5,85.0,15.0,40.75,23.0,30.75,8.75,31.25,10.75,3.75,16.75,22.75,31.25,0.4764705826297579,0.36809815047611905,0.7479674553506518,0.57
0022500128,1610612739,2025-10-29,CLE,105,25,42,35,87,17,52,18,24,11,31,6,4,14,22,-100,116.2,25.2,40.4,39.4,85.4,15.4,43.0,22.0,29.4,9.2,31.2,9.8,3.8,16.2,22.6,5.0,0.4613583084150081,0.3581395265548948,0.7482992942755342,0.57
0022500022,1610612739,2025-10-31,CLE,101,24,42,36,90,14,46,15,23,15,27,10,10,13,15,-55,113.66666666666667,25.0,40.666666666666664,38.833333333333336,86.16666666666667,15.166666666666666,43.5,20.833333333333332,28.333333333333332,10.166666666666666,30.5,9.833333333333334,4.833333333333333,15.666666666666666,21.333333333333332,-5.0,0.45067697736158246,0.3486589958162683,0.7352940916955026,0.57
0022500151,1610612739,2025-11-02,CLE,117,30,44,40,97,20,57,17,18,13,31,12,4,16,28,40,114.14285714285714,25.714285714285715,41.142857142857146,39.0,87.71428571428571,15.857142857142858,45.42857142857143,20.285714285714285,26.857142857142858,10.571428571428571,30.571428571428573,10.142857142857142,4.714285714285714,15.714285714285714,22.285714285714285,1.4285714285714286,0.4446254020971046,0.34905659608994916,0.7553191208125859,0.57
0022500171,1610612739,2025-11-05,CLE,132,33,34,49,92,18,44,16,17,10,24,9,7,14,22,55,116.375,26.625,40.25,40.25,88.25,16.125,45.25,19.75,25.625,10.5,29.75,10.0,5.0,15.5,22.25,8.125,0.4560906463899077,0.3563535832850037,0.7707316772397393,0.57
0022500029,1610612739,2025-11-07,CLE,148,34,57,52,110,20,45,24,31,25,32,15,6,10,17,165,119.88888888888889,27.444444444444443,42.111111111111114,41.55555555555556,90.66666666666667,16.555555555555557,45.22222222222222,20.22222222222222,26.22222222222222,12.11111111111111,30.0,10.555555555555555,5.111111111111111,14.88888888888889,21.666666666666668,25.555555555555557,0.45833332827818635,0.36609335799793563,0.7711864112683148,0.57
0022500186,1610612739,2025-11-08,CLE,128,32,39,46,94,17,46,19,26,10,29,6,7,9,27,30,120.7,27.9,41.8,42.0,91.0,16.6,45.3,20.1,26.2,11.9,29.9,10.1,5.3,14.3,22.2,26.0,0.4615384564666104,0.3664459080254767,0.7671755432375748,0.57
