Date,Player_Name,Target,Line,Odds_Over,Odds_Under,Pred_Mean,Pick,Pick_EV,Pick_Odds,FairOdds_Over,FairOdds_Under
2025-12-29,Brandon Ingram,REB+AST,9.5,1.88,1.88,7.6,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Scottie Barnes,REB+AST,14.5,1.88,1.88,53.1,OVER,0.599,1.88,2.0,2.0
2025-12-29,Chet Holmgren,PTS,18.5,1.82,1.93,33.1,OVER,0.09,1.82,1.94,2.06
2025-12-29,Shai Gilgeous-Alexander,PTS,30.5,1.8,1.94,111.0,OVER,0.556,1.8,1.93,2.08
2025-12-29,Jalen Williams,PTS,18.5,1.83,1.91,17.9,SKIP,0.0,0.0,1.96,2.04
2025-12-29,Jalen Williams,AST,5.5,2.24,1.6,12.5,OVER,0.413,2.24,2.4,1.71
2025-12-29,Shai Gilgeous-Alexander,AST,6.5,1.91,1.83,22.4,OVER,0.453,1.91,2.04,1.96
2025-12-29,Chet Holmgren,AST,1.5,1.89,1.85,-12.1,UNDER,0.601,1.85,2.02,1.98
2025-12-29,Chet Holmgren,REB,8.5,1.74,2.02,23.7,OVER,0.23,1.74,1.86,2.16
2025-12-29,Shai Gilgeous-Alexander,REB,4.5,1.66,2.14,-4.9,UNDER,0.449,2.14,1.78,2.29
2025-12-29,Jalen Williams,REB,5.5,2.18,1.63,-8.0,UNDER,0.231,1.63,2.34,1.75
2025-12-29,Chet Holmgren,PTS+REB+AST,29.5,1.88,1.88,44.7,OVER,0.112,1.88,2.0,2.0
2025-12-29,Shai Gilgeous-Alexander,PTS+REB+AST,42.5,1.85,1.89,128.6,OVER,0.594,1.85,1.98,2.02
2025-12-29,Jalen Williams,PTS+REB+AST,29.5,1.94,1.82,22.4,SKIP,0.0,0.0,2.07,1.94
2025-12-29,Shai Gilgeous-Alexander,PTS+REB,35.5,1.8,1.94,106.1,OVER,0.483,1.8,1.93,2.08
2025-12-29,Chet Holmgren,PTS+REB,27.5,1.82,1.94,56.8,OVER,0.229,1.82,1.94,2.07
2025-12-29,Jalen Williams,PTS+REB,23.5,1.78,1.96,9.9,UNDER,0.152,1.96,1.91,2.1
2025-12-29,Chet Holmgren,PTS+AST,20.5,1.89,1.85,21.0,SKIP,0.0,0.0,2.02,1.98
2025-12-29,Jalen Williams,PTS+AST,23.5,1.77,1.98,30.4,SKIP,0.0,0.0,1.89,2.12
2025-12-29,Shai Gilgeous-Alexander,PTS+AST,37.5,1.85,1.89,133.4,OVER,0.656,1.85,1.98,2.02
2025-12-29,Chet Holmgren,REB+AST,10.5,1.8,1.94,11.6,SKIP,0.0,0.0,1.93,2.08
2025-12-29,Shai Gilgeous-Alexander,REB+AST,11.5,1.88,1.88,17.6,OVER,0.089,1.88,2.0,2.0
2025-12-29,Jalen Williams,REB+AST,10.5,1.96,1.78,4.5,SKIP,0.0,0.0,2.1,1.91
2025-12-29,Ayo Dosunmu,PTS,8.5,1.8,1.94,-22.8,UNDER,0.399,1.94,1.93,2.08
2025-12-29,Julius Randle,PTS,21.5,1.96,1.78,55.7,OVER,0.384,1.96,2.1,1.91
2025-12-29,Isaac Okoro,PTS,5.5,1.74,2.02,-41.3,UNDER,0.671,2.02,1.86,2.16
2025-12-29,Kevin Huerter,PTS,9.5,2.02,1.74,-20.9,UNDER,0.248,1.74,2.16,1.86
2025-12-29,Donte DiVincenzo,PTS,13.5,1.98,1.77,-8.2,UNDER,0.165,1.77,2.12,1.89
2025-12-29,Naz Reid,PTS,13.5,1.96,1.78,6.7,SKIP,0.0,0.0,2.1,1.91
2025-12-29,Jalen Smith,PTS,8.5,1.96,1.78,-35.4,UNDER,0.472,1.78,2.1,1.91
2025-12-29,Rudy Gobert,PTS,11.5,1.89,1.85,11.5,SKIP,0.0,0.0,2.02,1.98
2025-12-29,Anthony Edwards,PTS,30.5,1.91,1.83,102.6,OVER,0.614,1.91,2.04,1.96
2025-12-29,Coby White,PTS,18.5,1.78,1.96,36.8,OVER,0.096,1.78,1.91,2.1
2025-12-29,Matas Buzelis,PTS,11.5,2.04,1.72,-13.5,UNDER,0.178,1.72,2.19,1.84
2025-12-29,Tre Jones,PTS,8.5,1.76,2.0,-28.0,UNDER,0.53,2.0,1.88,2.14
2025-12-29,Josh Giddey,PTS,17.5,1.8,1.94,43.1,OVER,0.198,1.8,1.93,2.08
2025-12-29,Jaden McDaniels,PTS,14.5,1.98,1.77,12.0,SKIP,0.0,0.0,2.12,1.89
2025-12-29,Josh Giddey,AST,8.5,1.98,1.77,47.5,OVER,0.782,1.98,2.12,1.89
2025-12-29,Tre Jones,AST,4.5,2.12,1.68,10.8,OVER,0.304,2.12,2.26,1.79
2025-12-29,Coby White,AST,3.5,1.83,1.91,12.1,OVER,0.211,1.83,1.96,2.04
2025-12-29,Julius Randle,AST,5.5,1.94,1.8,18.0,OVER,0.393,1.94,2.08,1.93
2025-12-29,Naz Reid,AST,2.5,2.16,1.65,-7.4,UNDER,0.231,1.65,2.31,1.76
2025-12-29,Anthony Edwards,AST,4.5,2.34,1.56,9.6,OVER,0.414,2.34,2.5,1.67
2025-12-29,Jaden McDaniels,AST,2.5,2.4,1.53,-3.1,SKIP,0.0,0.0,2.57,1.64
2025-12-29,Donte DiVincenzo,AST,4.5,1.98,1.77,4.8,SKIP,0.0,0.0,2.12,1.89
2025-12-29,Jalen Smith,REB,5.5,1.88,1.88,0.8,UNDER,0.088,1.88,2.0,2.0
2025-12-29,Matas Buzelis,REB,4.5,2.34,1.56,-0.6,SKIP,0.0,0.0,2.5,1.67
2025-12-29,Tre Jones,REB,2.5,2.58,1.47,-19.2,UNDER,0.344,1.47,2.76,1.57
2025-12-29,Coby White,REB,2.5,1.57,2.28,-15.2,UNDER,0.941,2.28,1.69,2.45
2025-12-29,Julius Randle,REB,6.5,1.85,1.89,9.0,SKIP,0.0,0.0,1.98,2.02
2025-12-29,Isaac Okoro,REB,2.5,2.38,1.54,-22.2,UNDER,0.461,1.54,2.55,1.65
2025-12-29,Rudy Gobert,REB,11.5,1.98,1.77,61.1,OVER,0.796,1.98,2.12,1.89
2025-12-29,Josh Giddey,REB,8.5,2.08,1.69,33.1,OVER,0.657,2.08,2.23,1.81
2025-12-29,Jaden McDaniels,REB,4.5,2.12,1.68,-5.3,UNDER,0.151,1.68,2.26,1.79
2025-12-29,Anthony Edwards,REB,5.5,1.91,1.83,-1.6,UNDER,0.153,1.83,2.04,1.96
2025-12-29,Donte DiVincenzo,REB,4.5,2.02,1.74,-8.0,UNDER,0.285,1.74,2.16,1.86
2025-12-29,Naz Reid,REB,5.5,1.63,2.18,5.0,UNDER,0.11,2.18,1.75,2.34
2025-12-29,Isaac Okoro,PTS+REB+AST,9.5,1.76,2.0,-77.5,UNDER,0.897,2.0,1.88,2.14
2025-12-29,Josh Giddey,PTS+REB+AST,34.5,1.8,1.94,123.6,OVER,0.599,1.8,1.93,2.08
2025-12-29,Jaden McDaniels,PTS+REB+AST,20.5,1.82,1.94,3.5,UNDER,0.179,1.94,1.94,2.07
2025-12-29,Naz Reid,PTS+REB+AST,21.5,1.78,1.96,4.3,UNDER,0.197,1.96,1.91,2.1
2025-12-29,Tre Jones,PTS+REB+AST,15.5,1.85,1.89,-36.4,UNDER,0.546,1.89,1.98,2.02
2025-12-29,Coby White,PTS+REB+AST,25.5,1.8,1.94,33.7,SKIP,0.0,0.0,1.93,2.08
2025-12-29,Donte DiVincenzo,PTS+REB+AST,22.5,1.91,1.82,-11.5,UNDER,0.3,1.82,2.05,1.95
2025-12-29,Anthony Edwards,PTS+REB+AST,40.5,1.93,1.82,110.6,OVER,0.583,1.93,2.06,1.94
2025-12-29,Julius Randle,PTS+REB+AST,33.5,1.88,1.88,82.8,OVER,0.422,1.88,2.0,2.0
2025-12-29,Coby White,PTS+REB,22.5,1.98,1.77,21.6,SKIP,0.0,0.0,2.12,1.89
2025-12-29,Tre Jones,PTS+REB,11.5,2.0,1.76,-47.2,UNDER,0.525,1.76,2.14,1.88
2025-12-29,Julius Randle,PTS+REB,27.5,1.78,1.96,64.7,OVER,0.263,1.78,1.91,2.1
2025-12-29,Anthony Edwards,PTS+REB,35.5,1.78,1.96,101.0,OVER,0.445,1.78,1.91,2.1
2025-12-29,Isaac Okoro,PTS+REB,8.5,2.04,1.72,-63.5,UNDER,0.578,1.72,2.19,1.84
2025-12-29,Jaden McDaniels,PTS+REB,18.5,1.88,1.88,6.6,UNDER,0.087,1.88,2.0,2.0
2025-12-29,Donte DiVincenzo,PTS+REB,17.5,1.83,1.91,-16.3,UNDER,0.382,1.91,1.96,2.04
2025-12-29,Jalen Smith,PTS+REB,14.5,2.0,1.76,-34.6,UNDER,0.455,1.76,2.14,1.88
2025-12-29,Matas Buzelis,PTS+REB,15.5,1.96,1.78,-14.1,UNDER,0.245,1.78,2.1,1.91
2025-12-29,Naz Reid,PTS+REB,19.5,1.89,1.85,11.6,SKIP,0.0,0.0,2.02,1.98
2025-12-29,Josh Giddey,PTS+REB,26.5,1.89,1.85,76.1,OVER,0.459,1.89,2.02,1.98
2025-12-29,Jaden McDaniels,PTS+AST,16.5,1.89,1.85,8.8,SKIP,0.0,0.0,2.02,1.98
2025-12-29,Donte DiVincenzo,PTS+AST,17.5,1.8,1.94,-3.5,UNDER,0.25,1.94,1.93,2.08
2025-12-29,Anthony Edwards,PTS+AST,34.5,1.88,1.88,112.1,OVER,0.607,1.88,2.0,2.0
2025-12-29,Naz Reid,PTS+AST,15.5,1.85,1.89,-0.7,UNDER,0.157,1.89,1.98,2.02
2025-12-29,Julius Randle,PTS+AST,26.5,1.82,1.93,73.7,OVER,0.384,1.82,1.94,2.06
2025-12-29,Coby White,PTS+AST,22.5,1.83,1.91,48.9,OVER,0.202,1.83,1.96,2.04
2025-12-29,Tre Jones,PTS+AST,13.5,1.88,1.88,-17.2,UNDER,0.338,1.88,2.0,2.0
2025-12-29,Josh Giddey,PTS+AST,26.5,1.85,1.89,90.5,OVER,0.536,1.85,1.98,2.02
2025-12-29,Josh Giddey,REB+AST,16.5,1.85,1.89,80.5,OVER,0.728,1.85,1.98,2.02
2025-12-29,Naz Reid,REB+AST,8.5,1.93,1.82,-2.4,UNDER,0.19,1.82,2.06,1.94
2025-12-29,Jaden McDaniels,REB+AST,6.5,1.91,1.83,-8.4,UNDER,0.311,1.83,2.04,1.96
2025-12-29,Coby White,REB+AST,6.5,1.77,1.98,-3.0,UNDER,0.265,1.98,1.89,2.12
2025-12-29,Donte DiVincenzo,REB+AST,8.5,1.72,2.04,-3.3,UNDER,0.36,2.04,1.84,2.19
2025-12-29,Anthony Edwards,REB+AST,9.5,1.82,1.93,8.0,SKIP,0.0,0.0,1.94,2.06
2025-12-29,Julius Randle,REB+AST,12.5,2.0,1.76,27.1,OVER,0.349,2.0,2.14,1.88
2025-12-29,Donovan Mitchell,PTS,27.5,1.85,1.89,94.1,OVER,0.532,1.85,1.98,2.02
2025-12-29,Jarrett Allen,PTS,11.5,1.96,1.78,29.4,OVER,0.219,1.96,2.1,1.91
2025-12-29,De'Andre Hunter,PTS,11.5,1.98,1.77,-10.9,UNDER,0.169,1.77,2.12,1.89
2025-12-29,Evan Mobley,PTS,13.5,1.82,1.93,33.7,OVER,0.159,1.82,1.94,2.06
2025-12-29,Devin Vassell,PTS,14.5,1.94,1.8,-2.1,UNDER,0.113,1.8,2.08,1.93
2025-12-29,Stephon Castle,PTS,18.5,1.94,1.8,38.0,OVER,0.211,1.94,2.08,1.93
2025-12-29,Harrison Barnes,PTS,11.5,1.98,1.77,-14.8,UNDER,0.213,1.77,2.12,1.89
2025-12-29,Sam Merrill,PTS,11.5,1.98,1.78,-13.9,UNDER,0.208,1.78,2.11,1.9
2025-12-29,Dylan Harper,PTS,11.5,1.98,1.77,-24.1,UNDER,0.341,1.77,2.12,1.89
2025-12-29,Darius Garland,PTS,17.5,1.78,1.96,34.8,OVER,0.087,1.78,1.91,2.1
2025-12-29,Jaylon Tyson,PTS,9.5,1.96,1.78,8.0,SKIP,0.0,0.0,2.1,1.91
2025-12-29,De'Aaron Fox,PTS,19.5,1.91,1.83,50.3,OVER,0.309,1.91,2.04,1.96
2025-12-29,Keldon Johnson,PTS,11.5,1.77,1.98,-6.8,UNDER,0.265,1.98,1.89,2.12
2025-12-29,Victor Wembanyama,PTS,22.5,1.8,1.94,90.0,OVER,0.518,1.8,1.93,2.08
2025-12-29,De'Aaron Fox,AST,5.5,1.98,1.77,17.2,OVER,0.392,1.98,2.12,1.89
2025-12-29,Devin Vassell,AST,2.5,1.88,1.88,-8.0,UNDER,0.423,1.88,2.0,2.0
2025-12-29,Darius Garland,AST,6.5,1.71,2.06,31.5,OVER,0.414,1.71,1.83,2.2
2025-12-29,Dylan Harper,AST,4.5,1.68,2.1,5.5,SKIP,0.0,0.0,1.8,2.25
2025-12-29,Stephon Castle,AST,6.5,1.72,2.04,27.5,OVER,0.376,1.72,1.84,2.19
2025-12-29,Donovan Mitchell,AST,5.5,2.28,1.58,17.4,OVER,0.622,2.28,2.44,1.69
2025-12-29,Sam Merrill,AST,2.5,2.02,1.74,-9.0,UNDER,0.36,1.74,2.16,1.86
2025-12-29,Victor Wembanyama,AST,3.5,2.42,1.52,5.8,OVER,0.333,2.42,2.59,1.63
2025-12-29,Evan Mobley,AST,2.5,1.72,2.04,2.6,SKIP,0.0,0.0,1.84,2.19
2025-12-29,Jarrett Allen,REB,7.5,1.88,1.88,19.7,OVER,0.273,1.88,2.0,2.0
2025-12-29,Evan Mobley,REB,7.5,2.04,1.72,32.4,OVER,0.632,2.04,2.19,1.84
2025-12-29,Harrison Barnes,REB,3.5,2.16,1.65,-16.9,UNDER,0.473,1.65,2.31,1.76
2025-12-29,Victor Wembanyama,REB,10.5,1.82,1.93,39.9,OVER,0.506,1.82,1.94,2.06
2025-12-29,Sam Merrill,REB,2.5,1.68,2.12,-19.7,UNDER,0.966,2.12,1.79,2.26
2025-12-29,Jaylon Tyson,REB,4.5,2.02,1.74,13.2,OVER,0.282,2.02,2.16,1.86
2025-12-29,Devin Vassell,REB,4.5,2.34,1.56,-12.4,UNDER,0.286,1.56,2.5,1.67
2025-12-29,Dylan Harper,REB,3.5,2.0,1.76,-15.7,UNDER,0.527,1.76,2.14,1.88
2025-12-29,De'Aaron Fox,REB,3.5,1.91,1.83,-11.0,UNDER,0.435,1.83,2.04,1.96
2025-12-29,De'Andre Hunter,REB,2.5,1.57,2.3,-12.6,UNDER,0.836,2.3,1.68,2.46
2025-12-29,Donovan Mitchell,REB,4.5,2.08,1.69,-7.0,UNDER,0.216,1.69,2.23,1.81
2025-12-29,Darius Garland,REB,2.5,1.71,2.06,-16.0,UNDER,0.786,2.06,1.83,2.2
2025-12-29,Keldon Johnson,REB,5.5,1.77,1.98,13.9,OVER,0.105,1.77,1.89,2.12
2025-12-29,Stephon Castle,REB,5.5,2.28,1.58,-5.4,UNDER,0.115,1.58,2.44,1.69
2025-12-29,Victor Wembanyama,PTS+REB+AST,36.5,1.83,1.91,135.6,OVER,0.655,1.83,1.96,2.04
2025-12-29,Devin Vassell,PTS+REB+AST,21.5,1.96,1.78,-22.5,UNDER,0.367,1.78,2.1,1.91
2025-12-29,Sam Merrill,PTS+REB+AST,16.5,1.83,1.91,-42.6,UNDER,0.61,1.91,1.96,2.04
2025-12-29,Evan Mobley,PTS+REB+AST,24.5,1.94,1.8,68.7,OVER,0.445,1.94,2.08,1.93
2025-12-29,Darius Garland,PTS+REB+AST,28.5,1.96,1.78,50.3,OVER,0.222,1.96,2.1,1.91
2025-12-29,Stephon Castle,PTS+REB+AST,30.5,1.85,1.88,60.1,OVER,0.231,1.85,1.98,2.02
2025-12-29,Donovan Mitchell,PTS+REB+AST,37.5,1.89,1.85,104.5,OVER,0.532,1.89,2.02,1.98
2025-12-29,Dylan Harper,PTS+REB+AST,19.5,1.8,1.94,-34.3,UNDER,0.603,1.94,1.93,2.08
2025-12-29,De'Aaron Fox,PTS+REB+AST,28.5,1.85,1.89,56.5,OVER,0.212,1.85,1.98,2.02
2025-12-29,De'Aaron Fox,PTS+REB,22.5,1.77,1.98,39.2,OVER,0.061,1.77,1.89,2.12
2025-12-29,Darius Garland,PTS+REB,20.5,1.78,1.96,18.8,SKIP,0.0,0.0,1.91,2.1
2025-12-29,Donovan Mitchell,PTS+REB,32.5,1.94,1.8,87.1,OVER,0.499,1.94,2.08,1.93
2025-12-29,Devin Vassell,PTS+REB,18.5,1.91,1.83,-14.5,UNDER,0.308,1.83,2.04,1.96
2025-12-29,Sam Merrill,PTS+REB,14.5,1.98,1.77,-33.6,UNDER,0.418,1.77,2.12,1.89
2025-12-29,Jarrett Allen,PTS+REB,19.5,1.96,1.78,49.1,OVER,0.332,1.96,2.1,1.91
2025-12-29,Keldon Johnson,PTS+REB,17.5,1.8,1.94,7.1,UNDER,0.109,1.94,1.93,2.08
2025-12-29,Stephon Castle,PTS+REB,23.5,1.89,1.85,32.5,OVER,0.05,1.89,2.02,1.98
2025-12-29,Evan Mobley,PTS+REB,21.5,1.93,1.82,66.0,OVER,0.455,1.93,2.06,1.94
2025-12-29,Harrison Barnes,PTS+REB,14.5,1.85,1.89,-31.7,UNDER,0.496,1.89,1.98,2.02
2025-12-29,Victor Wembanyama,PTS+REB,33.5,1.85,1.89,129.9,OVER,0.673,1.85,1.98,2.02
2025-12-29,Victor Wembanyama,PTS+AST,26.5,1.96,1.78,95.8,OVER,0.649,1.96,2.1,1.91
2025-12-29,Evan Mobley,PTS+AST,16.5,1.82,1.93,36.3,OVER,0.144,1.82,1.94,2.06
2025-12-29,Dylan Harper,PTS+AST,16.5,1.93,1.82,-18.6,UNDER,0.347,1.82,2.06,1.94
2025-12-29,Devin Vassell,PTS+AST,16.5,1.77,1.98,-10.1,UNDER,0.345,1.98,1.89,2.12
2025-12-29,Darius Garland,PTS+AST,25.5,1.94,1.8,66.3,OVER,0.413,1.94,2.08,1.93
2025-12-29,Sam Merrill,PTS+AST,13.5,1.82,1.93,-22.9,UNDER,0.427,1.93,1.94,2.06
2025-12-29,De'Aaron Fox,PTS+AST,24.5,1.8,1.94,67.5,OVER,0.329,1.8,1.93,2.08
2025-12-29,Donovan Mitchell,PTS+AST,32.5,1.82,1.93,111.5,OVER,0.563,1.82,1.94,2.06
2025-12-29,Stephon Castle,PTS+AST,25.5,1.89,1.85,65.5,OVER,0.374,1.89,2.02,1.98
2025-12-29,Donovan Mitchell,REB+AST,9.5,1.89,1.85,10.4,SKIP,0.0,0.0,2.02,1.98
2025-12-29,Darius Garland,REB+AST,9.5,1.78,1.96,15.4,SKIP,0.0,0.0,1.91,2.1
2025-12-29,Sam Merrill,REB+AST,5.5,2.0,1.76,-28.7,UNDER,0.666,1.76,2.14,1.88
2025-12-29,Evan Mobley,REB+AST,10.5,2.04,1.72,35.0,OVER,0.555,2.04,2.19,1.84
2025-12-29,De'Aaron Fox,REB+AST,8.5,1.68,2.1,6.2,UNDER,0.118,2.1,1.8,2.25
2025-12-29,Victor Wembanyama,REB+AST,13.5,1.8,1.94,45.6,OVER,0.467,1.8,1.93,2.08
2025-12-29,Dylan Harper,REB+AST,8.5,1.94,1.8,-10.2,UNDER,0.371,1.8,2.08,1.93
2025-12-29,Stephon Castle,REB+AST,12.5,2.08,1.69,22.1,OVER,0.284,2.08,2.23,1.81
2025-12-29,Devin Vassell,REB+AST,6.5,1.77,1.98,-20.3,UNDER,0.728,1.98,1.89,2.12
2025-12-29,Amen Thompson,PTS,18.5,1.94,1.8,33.8,OVER,0.167,1.94,2.08,1.93
2025-12-29,Jay Huff,PTS,8.5,1.85,1.89,-34.2,UNDER,0.551,1.89,1.98,2.02
2025-12-29,Kevin Durant,PTS,26.5,1.94,1.8,80.6,OVER,0.528,1.94,2.08,1.93
2025-12-29,Aaron Nesmith,PTS,9.5,1.76,2.0,-3.1,UNDER,0.178,2.0,1.88,2.14
2025-12-29,Pascal Siakam,PTS,20.5,1.77,1.98,58.0,OVER,0.279,1.77,1.89,2.12
2025-12-29,Andrew Nembhard,PTS,15.5,1.82,1.93,22.7,SKIP,0.0,0.0,1.94,2.06
2025-12-29,Bennedict Mathurin,PTS,17.5,1.98,1.77,29.3,OVER,0.147,1.98,2.12,1.89
2025-12-29,Alperen Sengun,PTS,21.5,1.88,1.88,84.2,OVER,0.553,1.88,2.0,2.0
2025-12-29,Reed Sheppard,PTS,14.5,2.02,1.74,3.6,SKIP,0.0,0.0,2.16,1.86
2025-12-29,Amen Thompson,AST,5.5,2.02,1.74,14.2,OVER,0.334,2.02,2.16,1.86
2025-12-29,Kevin Durant,AST,5.5,2.28,1.58,12.0,OVER,0.43,2.28,2.44,1.69
2025-12-29,Pascal Siakam,AST,2.5,1.68,2.12,6.7,SKIP,0.0,0.0,1.79,2.26
2025-12-29,Reed Sheppard,AST,3.5,1.74,2.02,0.1,UNDER,0.164,2.02,1.86,2.16
2025-12-29,Alperen Sengun,AST,5.5,1.65,2.16,26.6,OVER,0.34,1.65,1.76,2.31
2025-12-29,Andrew Nembhard,AST,7.5,2.14,1.66,22.9,OVER,0.578,2.14,2.29,1.78
2025-12-29,Amen Thompson,REB,7.5,2.1,1.68,14.2,OVER,0.269,2.1,2.25,1.8
2025-12-29,Aaron Nesmith,REB,3.5,2.04,1.72,-11.9,UNDER,0.374,1.72,2.19,1.84
2025-12-29,Andrew Nembhard,REB,2.5,2.22,1.62,-18.5,UNDER,0.474,1.62,2.37,1.73
2025-12-29,Pascal Siakam,REB,5.5,1.77,1.98,7.1,SKIP,0.0,0.0,1.89,2.12
2025-12-29,Reed Sheppard,REB,2.5,1.57,2.3,-17.6,UNDER,1.056,2.3,1.68,2.46
2025-12-29,Jay Huff,REB,4.5,2.18,1.63,-0.1,SKIP,0.0,0.0,2.34,1.75
2025-12-29,Bennedict Mathurin,REB,5.5,2.28,1.58,-1.7,SKIP,0.0,0.0,2.44,1.69
2025-12-29,Kevin Durant,REB,5.5,2.28,1.58,-3.9,UNDER,0.066,1.58,2.44,1.69
2025-12-29,Alperen Sengun,REB,10.5,1.98,1.77,31.5,OVER,0.514,1.98,2.12,1.89
2025-12-29,Kevin Durant,PTS+REB+AST,36.5,1.85,1.89,88.7,OVER,0.408,1.85,1.98,2.02
2025-12-29,Amen Thompson,PTS+REB+AST,31.5,1.93,1.82,62.1,OVER,0.302,1.93,2.06,1.94
2025-12-29,Pascal Siakam,PTS+REB+AST,30.5,1.94,1.8,71.7,OVER,0.4,1.94,2.08,1.93
2025-12-29,Alperen Sengun,PTS+REB+AST,38.5,1.96,1.78,142.4,OVER,0.788,1.96,2.1,1.91
2025-12-29,Andrew Nembhard,PTS+REB+AST,25.5,1.88,1.88,27.1,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Reed Sheppard,PTS+REB+AST,20.5,1.77,1.98,-13.8,UNDER,0.408,1.98,1.89,2.12
2025-12-29,Amen Thompson,PTS+REB,25.5,1.82,1.93,47.9,OVER,0.158,1.82,1.94,2.06
2025-12-29,Andrew Nembhard,PTS+REB,18.5,1.98,1.77,4.2,SKIP,0.0,0.0,2.12,1.89
2025-12-29,Jay Huff,PTS+REB,13.5,2.0,1.76,-34.2,UNDER,0.445,1.76,2.14,1.88
2025-12-29,Kevin Durant,PTS+REB,31.5,1.89,1.85,76.7,OVER,0.396,1.89,2.02,1.98
2025-12-29,Bennedict Mathurin,PTS+REB,22.5,1.93,1.82,27.6,SKIP,0.0,0.0,2.06,1.94
2025-12-29,Aaron Nesmith,PTS+REB,13.5,1.89,1.85,-15.0,UNDER,0.268,1.85,2.02,1.98
2025-12-29,Pascal Siakam,PTS+REB,26.5,1.77,1.98,65.1,OVER,0.267,1.77,1.89,2.12
2025-12-29,Reed Sheppard,PTS+REB,17.5,1.98,1.77,-13.9,UNDER,0.243,1.77,2.12,1.89
2025-12-29,Alperen Sengun,PTS+REB,31.5,1.8,1.94,115.7,OVER,0.577,1.8,1.93,2.08
2025-12-29,Pascal Siakam,PTS+AST,24.5,1.96,1.8,64.7,OVER,0.427,1.96,2.09,1.92
2025-12-29,Amen Thompson,PTS+AST,23.5,1.82,1.93,47.9,OVER,0.186,1.82,1.94,2.06
2025-12-29,Reed Sheppard,PTS+AST,17.5,1.8,1.94,3.7,UNDER,0.147,1.94,1.93,2.08
2025-12-29,Alperen Sengun,PTS+AST,27.5,1.85,1.89,110.8,OVER,0.628,1.85,1.98,2.02
2025-12-29,Andrew Nembhard,PTS+AST,23.5,1.96,1.78,45.6,OVER,0.241,1.96,2.1,1.91
2025-12-29,Kevin Durant,PTS+AST,31.5,1.89,1.85,92.6,OVER,0.524,1.89,2.02,1.98
2025-12-29,Amen Thompson,REB+AST,12.5,1.82,1.93,28.3,OVER,0.248,1.82,1.94,2.06
2025-12-29,Alperen Sengun,REB+AST,16.5,1.96,1.78,58.2,OVER,0.697,1.96,2.1,1.91
2025-12-29,Pascal Siakam,REB+AST,8.5,1.83,1.91,13.7,SKIP,0.0,0.0,1.96,2.04
2025-12-29,Andrew Nembhard,REB+AST,9.5,1.91,1.82,4.3,SKIP,0.0,0.0,2.05,1.95
2025-12-29,Kevin Durant,REB+AST,10.5,2.04,1.72,8.1,SKIP,0.0,0.0,2.19,1.84
2025-12-29,Reed Sheppard,REB+AST,6.5,1.72,2.04,-17.5,UNDER,0.719,2.04,1.84,2.19
2025-12-29,OG Anunoby,PTS,16.5,1.76,2.0,6.1,UNDER,0.15,2.0,1.88,2.14
2025-12-29,Zion Williamson,PTS,19.5,1.76,2.0,60.9,OVER,0.304,1.76,1.88,2.14
2025-12-29,Jeremiah Fears,PTS,13.5,1.88,1.88,8.0,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Saddiq Bey,PTS,14.5,1.88,1.88,13.0,SKIP,0.0,0.0,2.0,2.0
2025-12-29,Mikal Bridges,PTS,16.5,1.96,1.78,29.8,OVER,0.154,1.96,2.1,1.91
2025-12-29,Derik Queen,PTS,14.5,1.98,1.77,30.6,OVER,0.207,1.98,2.12,1.89
2025-12-29,Trey Murphy III,PTS,19.5,1.8,1.94,33.3,OVER,0.066,1.8,1.93,2.08
2025-12-29,Jordan Clarkson,PTS,10.5,1.93,1.82,-33.6,UNDER,0.465,1.82,2.06,1.94
2025-12-29,Jalen Brunson,PTS,28.5,1.77,1.98,107.0,OVER,0.518,1.77,1.89,2.12
2025-12-29,Karl-Anthony Towns,PTS,23.5,1.85,1.89,85.6,OVER,0.535,1.85,1.98,2.02
2025-12-29,Mikal Bridges,AST,4.5,2.02,1.74,4.2,SKIP,0.0,0.0,2.16,1.86
2025-12-29,Derik Queen,AST,4.5,2.22,1.62,7.1,OVER,0.233,2.22,2.37,1.73
2025-12-29,Karl-Anthony Towns,AST,2.5,2.02,1.74,-0.7,SKIP,0.0,0.0,2.16,1.86
2025-12-29,Zion Williamson,AST,3.5,2.0,1.76,14.3,OVER,0.399,2.0,2.14,1.88
2025-12-29,Jalen Brunson,AST,6.5,1.65,2.16,26.7,OVER,0.322,1.65,1.76,2.31
2025-12-29,Jeremiah Fears,AST,3.5,2.42,1.52,-1.8,SKIP,0.0,0.0,2.59,1.63
2025-12-29,Trey Murphy III,AST,3.5,2.22,1.62,-3.2,UNDER,0.075,1.62,2.37,1.73
2025-12-29,Saddiq Bey,REB,5.5,2.14,1.66,6.0,OVER,0.089,2.14,2.29,1.78
2025-12-29,Trey Murphy III,REB,5.5,2.28,1.58,4.2,OVER,0.087,2.28,2.44,1.69
2025-12-29,OG Anunoby,REB,5.5,1.72,2.04,-0.0,UNDER,0.224,2.04,1.84,2.19
2025-12-29,Derik Queen,REB,7.5,2.16,1.65,22.7,OVER,0.536,2.16,2.31,1.76
2025-12-29,Karl-Anthony Towns,REB,12.5,1.85,1.89,53.6,OVER,0.636,1.85,1.98,2.02
