Date,Player_Name,Target,Line,Odds_Over,Odds_Under,Pred_Mean,Pick,Pick_Odds,FairOdds_Over,FairOdds_Under
2025-12-29,Max Christie,REB,3.5,1.88,1.88,4.3,OVER,1.88,2.0,2.0
2025-12-29,Kris Murray,REB,4.5,1.74,2.02,5.6,OVER,1.74,1.86,2.16
2025-12-29,Donovan Clingan,REB,11.5,1.93,1.82,11.6,OVER,1.93,2.06,1.94
2025-12-29,Deni Avdija,REB,7.5,1.78,1.96,7.0,UNDER,1.96,1.91,2.1
2025-12-29,Toumani Camara,REB,5.5,2.18,1.63,4.7,UNDER,1.63,2.34,1.75
2025-12-29,P.J. Washington,REB,7.5,1.77,1.98,8.0,OVER,1.77,1.89,2.12
2025-12-29,Shaedon Sharpe,REB,4.5,1.88,1.88,3.6,UNDER,1.88,2.0,2.0
2025-12-29,Donovan Clingan,PTS+REB+AST,24.5,1.77,1.98,26.1,OVER,1.77,1.89,2.12
2025-12-29,P.J. Washington,PTS+REB+AST,26.5,1.88,1.88,28.7,OVER,1.88,2.0,2.0
2025-12-29,Kris Murray,PTS+REB+AST,13.5,2.02,1.74,15.7,OVER,2.02,2.16,1.86
2025-12-29,Shaedon Sharpe,PTS+REB+AST,31.5,1.94,1.8,31.7,OVER,1.94,2.08,1.93
2025-12-29,Toumani Camara,PTS+REB+AST,21.5,1.8,1.94,22.0,OVER,1.8,1.93,2.08
2025-12-29,Max Christie,PTS+REB+AST,16.5,1.77,1.98,16.9,OVER,1.77,1.89,2.12
2025-12-29,Deni Avdija,PTS+REB+AST,42.5,1.94,1.8,41.4,UNDER,1.8,2.08,1.93
2025-12-29,Cooper Flagg,PTS+REB+AST,35.5,1.94,1.8,39.1,OVER,1.94,2.08,1.93
2025-12-29,Kris Murray,PTS+REB,11.5,1.94,1.8,14.6,OVER,1.94,2.08,1.93
2025-12-29,Shaedon Sharpe,PTS+REB,28.5,1.91,1.83,29.0,OVER,1.91,2.04,1.96
2025-12-29,Donovan Clingan,PTS+REB,22.5,1.78,1.96,23.9,OVER,1.78,1.91,2.1
2025-12-29,Deni Avdija,PTS+REB,33.5,1.82,1.93,32.9,UNDER,1.93,1.94,2.06
2025-12-29,P.J. Washington,PTS+REB,24.5,1.88,1.88,27.1,OVER,1.88,2.0,2.0
2025-12-29,Toumani Camara,PTS+REB,19.5,1.94,1.8,18.7,UNDER,1.8,2.08,1.93
2025-12-29,Max Christie,PTS+REB,14.5,1.76,2.0,14.6,OVER,1.76,1.88,2.14
2025-12-29,Cooper Flagg,PTS+REB,30.5,1.85,1.89,33.7,OVER,1.85,1.98,2.02
2025-12-29,Kris Murray,PTS+AST,8.5,2.04,1.72,10.1,OVER,2.04,2.19,1.84
2025-12-29,Max Christie,PTS+AST,13.5,1.93,1.82,12.6,UNDER,1.82,2.06,1.94
2025-12-29,Donovan Clingan,PTS+AST,13.5,1.89,1.85,14.6,OVER,1.89,2.02,1.98
2025-12-29,Shaedon Sharpe,PTS+AST,26.5,1.89,1.85,28.1,OVER,1.89,2.02,1.98
2025-12-29,Toumani Camara,PTS+AST,16.5,1.85,1.89,17.3,OVER,1.85,1.98,2.02
2025-12-29,P.J. Washington,PTS+AST,18.5,1.88,1.88,20.7,OVER,1.88,2.0,2.0
2025-12-29,Deni Avdija,PTS+AST,34.5,1.96,1.78,34.4,UNDER,1.78,2.1,1.91
2025-12-29,Cooper Flagg,PTS+AST,28.5,1.91,1.83,32.3,OVER,1.91,2.04,1.96
2025-12-29,Deni Avdija,REB+AST,15.5,1.76,2.0,15.6,OVER,1.76,1.88,2.14
2025-12-29,Donovan Clingan,REB+AST,13.5,1.93,1.82,13.9,OVER,1.93,2.06,1.94
2025-12-29,Kris Murray,REB+AST,6.5,1.94,1.8,6.7,OVER,1.94,2.08,1.93
2025-12-29,Cooper Flagg,REB+AST,10.5,1.72,2.04,12.3,OVER,1.72,1.84,2.19
2025-12-29,Toumani Camara,REB+AST,7.5,1.74,2.02,8.0,OVER,1.74,1.86,2.16
2025-12-29,P.J. Washington,REB+AST,9.5,1.8,1.94,9.6,OVER,1.8,1.93,2.08
2025-12-29,Max Christie,REB+AST,5.5,1.85,1.89,6.6,OVER,1.85,1.98,2.02
2025-12-29,Shaedon Sharpe,REB+AST,7.5,2.0,1.76,6.3,UNDER,1.76,2.14,1.88
